Name,Property Details,Timestamp,Percent Funded,Address,Purchase Price,Ttl Prop. Amt,Share $ Avail.,Ttl Shares,Investors,Rent Ready Date,Rental Status,Mo. Rent,Div Date,1st Div Yield,Ann. Equity Return,Ann. Div Yield,Hypoth. Ann. Return,Prop. Leverage,IPO Shareprice,AirDNA Market Grade
The Louise,"BED: 4    BATH: 2    SQ FT: 1,815    YEAR BUILT: 2016",2022-09-08 16:54:24,100% FUNDED,"Address: 2615 Lily Way, Northport, AL","$275,000 ","$314,320 ","$132,330 ","13,233",239,,RENTED 🙌,"$1,895 ",JULY 2022,5.6% / YEAR,5.30%,5.60%,10.90%,66.20%,$10 ,
The Gardens,"BED: 3    BATH: 2    SQ FT: 1,485    YEAR BUILT: 2004",2022-09-08 16:54:28,100% FUNDED,"Address: 2014 Inverness Pkwy, Tuscaloosa, AL","$219,900 ","$252,686 ","$116,200 ","11,620",302,,RENTED 🙌,"$1,495 ",JULY 2022,4.4% / YEAR,2.50%,4.40%,6.90%,62.10%,$10 ,
The Hollandaise,"BED: 3    BATH: 2.5    SQ FT: 1,793    YEAR BUILT: 2018",2022-09-08 16:54:31,100% FUNDED,"Address: 741 Hollandale Rd, La Vergne, TN 37086","$365,000 ","$420,108 ","$164,610 ","16,461",315,,RENTED 🙌,"$2,070 ",JULY 2022,3.6% / YEAR,31.30%,3.60%,34.90%,70%,$10 ,
The Hadden,"BED: 3    BATH: 2    SQ FT: 1,183    YEAR BUILT: 2022",2022-09-08 16:54:35,100% FUNDED,"Address: 142 Hadden St, Duncan, SC 29334","$219,900 ","$254,428 ","$110,930 ","11,093",231,,RENTED 🙌,"$1,645 ",JULY 2022,5.6% / YEAR,15.70%,5.60%,21.30%,65.30%,$10 ,
The Avebury,"BED: 3    BATH: 2.5    SQ FT: 1,963    YEAR BUILT: 2021",2022-09-08 16:54:39,100% FUNDED,"Address: 287 Avebury Rd, Meridianville, AL 35759","$290,000 ","$329,330 ","$126,330 ","12,633",184,,RENTED 🙌,"$1,795 ",JULY 2022,4.4% / YEAR,15.60%,4.40%,20.00%,70%,$10 ,
The Tulip,"BED: 5    BATH: 3    SQ FT: 2,511    YEAR BUILT: 2021",2022-09-08 16:54:43,100% FUNDED,"Address: 7339 Tulip Trestle Ct, Northport, AL","$317,000 ","$362,148 ","$140,250 ","14,025",222,,RENTED 🙌,"$2,095 ",JULY 2022,5.2% / YEAR,6.20%,5.20%,11.40%,70%,$10 ,
The Kawana,"BED: 3    BATH: 2.5    SQ FT: 2,503    YEAR BUILT: 2012",2022-09-08 16:54:48,100% FUNDED,"Address: 28041 Kawana Ct, Harvest, AL 35749","$275,000 ","$319,530 ","$127,030 ","12,703",246,,RENTED 🙌,"$1,695 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,15.30%,5.20%,20.50%,70%,$10 ,
The Chelsea,"BED: 3    BATH: 2.5    SQ FT: 1,643    YEAR BUILT: 2022",2022-09-08 16:54:52,100% FUNDED,"Address: 274 Chelsea Park Rd, Chelsea, AL 35043","$307,845 ","$353,464 ","$137,970 ","13,797",249,,RENTED 🙌,"$1,895 ",JULY 2022,4.8% / YEAR,9.30%,4.80%,14.10%,70%,$10 ,
The Terracotta,"BED: 3    BATH: 2.5    SQ FT: 1,717    YEAR BUILT: 2012",2022-09-08 16:54:57,100% FUNDED,"Address: 10954 E Oak Grove Pl, Tucson, AZ 85747","$318,000 ","$362,414 ","$139,820 ","13,982",249,,RENTED 🙌,"$1,995 ",JULY 2022,4.4% / YEAR,18.20%,4.40%,22.60%,70%,$10 ,
The Otoro,"BED: 4    BATH: 2.5    SQ FT: 3,056    YEAR BUILT: 2015",2022-09-08 16:55:02,100% FUNDED,"Address: 2970 Parkland Vw, Atlanta, GA 30331","$392,000 ","$446,316 ","$171,860 ","17,186",323,,RENTED 🙌,"$2,795 ",JULY 2022,4.8% / YEAR,6.50%,4.80%,11.30%,70%,$10 ,
The Emporia,"BED: 4    BATH: 2.5    SQ FT: 2,543    YEAR BUILT: 2018",2022-09-08 16:55:05,100% FUNDED,"Address: 625 Emporia Loop, McDonough, GA 30253","$350,000 ","$397,580 ","$152,580 ","15,258",288,,RENTED 🙌,"$2,295 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,13.50%,4.80%,18.30%,70%,$10 ,
The Wave,"BED: 3    BATH: 2.5    SQ FT: 2,028    YEAR BUILT: 2017",2022-09-08 16:55:09,100% FUNDED,"Address: 7491 Waverly Loop, Fairburn, GA 30213","$335,000 ","$377,830 ","$143,330 ","14,333",246,,RENTED 🙌,"$2,195 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,5.60%,4.80%,10.40%,70%,$10 ,
The Tuxford,"BED: 4    BATH: 2.5    SQ FT: 1,788    YEAR BUILT: 2018",2022-09-08 16:55:13,100% FUNDED,"Address: 958 Tuxford Trl, Elgin, SC 29045","$262,000 ","$299,540 ","$121,040 ","12,104",226,,RENTED 🙌,"$1,895 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,8.50%,5.20%,13.70%,68.10%,$10 ,
The Greenhill,"BED: 4    BATH: 2    SQ FT: 2,480    YEAR BUILT: 2021",2022-09-08 16:55:17,100% FUNDED,"Address: 640 Frow Dr, Elgin, SC 29045","$325,406 ","$368,290 ","$140,510 ","14,051",170,,RENTED 🙌,"$2,495 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,9.20%,5.20%,14.40%,70%,$10 ,
The Delta,"BED: 3    BATH: 2.5    SQ FT: 1,997    YEAR BUILT: 2019",2022-09-08 16:55:20,100% FUNDED,"Address: 5042 Rapahoe Trl, Atlanta, GA 30349","$340,000 ","$383,480 ","$145,480 ","14,548",278,,RENTED 🙌,"$2,295 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,7.10%,4.80%,11.90%,70%,$10 ,
The Saint,"BED: 3    BATH: 2    SQ FT: 1,813    YEAR BUILT: 2019",2022-09-08 16:55:24,100% FUNDED,"Address: 7713 W Long Boat Way, Tucson, AZ 85757","$318,000 ","$359,905 ","$147,910 ","14,791",239,,RENTED 🙌,"$1,995 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,14.00%,4.00%,18.00%,66.70%,$10 ,
The Lovejoy,"BED: 3    BATH: 2.5    SQ FT: 1,834    YEAR BUILT: 2020",2022-09-08 16:55:28,100% FUNDED,"Address: 2658 Lovejoy Crossing Dr, Hampton, GA 30228","$293,000 ","$333,460 ","$128,360 ","12,836",237,,RENTED 🙌,"$1,995 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,17.10%,4.80%,21.90%,70%,$10 ,
The Dolittle,"BED: 3    BATH: 2    SQ FT: 1,956    YEAR BUILT: 2021",2022-09-08 16:55:31,100% FUNDED,"Address: 204 Doolittle Dr, Chapin, SC 29036","$304,373 ","$346,953 ","$133,890 ","13,389",183,,RENTED 🙌,"$2,295 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,11.20%,4.80%,16.00%,70%,$10 ,
The Butter,"BED: 6    BATH: 3    SQ FT: 3,006    YEAR BUILT: 2021",2022-09-08 16:55:35,100% FUNDED,"Address: 162 Lucky Day Dr, Summerville, SC 29486","$374,894 ","$423,494 ","$161,070 ","16,107",208,,RENTED 🙌,"$2,795 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,15.50%,5.20%,20.70%,70%,$10 ,
The Ribbonwalk,"BED: 4    BATH: 2.5    SQ FT: 2,286    YEAR BUILT: 2018",2022-09-08 16:55:38,100% FUNDED,"Address: 3512 Ribbonwalk Trl, Charlotte, NC 28269","$320,000 ","$363,030 ","$139,030 ","13,903",210,,RENTED 🙌,"$1,995 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,16.80%,3.60%,20.40%,70%,$10 ,
The Scepter,"BED: 3    BATH: 2.5    SQ FT: 1,500    YEAR BUILT: 2019",2022-09-08 16:55:41,100% FUNDED,"Address: 216 E Scepter Ln, Vail, AZ 85641","$270,000 ","$306,770 ","$117,770 ","11,777",213,,RENTED 🙌,"$1,795 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,16.10%,4.00%,20.20%,70%,$10 ,
The Ensenada,"BED: 5    BATH: 3    SQ FT: 2,980    YEAR BUILT: 2013",2022-09-08 16:55:44,100% FUNDED,"Address: 6293 N Ensenada Ct, Aurora, CO 80019","$560,000 ","$623,990 ","$231,990 ","23,199",335,,RENTED 🙌,"$3,295 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,22.90%,4.40%,27.40%,70%,$10 ,
The Davidson,"BED: 3    BATH: 2    SQ FT: 1,200    YEAR BUILT: 2021",2022-09-08 16:55:48,100% FUNDED,"Address: 922 W Davidson St, Gastonia, NC 28052","$210,000 ","$239,540 ","$92,540 ","9,254",118,,RENTED 🙌,"$1,445 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,15.60%,3.60%,19.20%,70%,$10 ,
The Vernon,"BED: 4    BATH: 2.5    SQ FT: 1,806    YEAR BUILT: 2021",2022-09-08 16:55:52,100% FUNDED,"Address: 135 McMakin Dr, Lyman, SC 29365","$259,767 ","$298,127 ","$116,290 ","11,629",153,,RENTED 🙌,"$1,895 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,17.50%,5.20%,22.70%,70%,$10 ,
The Murphy,"BED: 3    BATH: 2    SQ FT: 1,956    YEAR BUILT: 2021",2022-09-08 16:55:56,100% FUNDED,"Address: 211 Doolittle Dr, Chapin, SC 29036","$296,097 ","$337,847 ","$130,580 ","13,058",166,,RENTED 🙌,"$2,295 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,11.10%,4.80%,15.90%,70%,$10 ,
The KerriAnn,"BED: 3    BATH: 2.5    SQ FT: 2,286    YEAR BUILT: 2012",2022-09-08 16:56:00,100% FUNDED,"Address: 414 Kerriann Ln, Clayton, NC 27520","$340,000 ","$384,350 ","$146,350 ","14,635",261,,RENTED 🙌,"$1,895 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,16.20%,4.00%,20.20%,70%,$10 ,
The Sigma,"BED: 4    BATH: 2.5    SQ FT: 2,465    YEAR BUILT: 2016",2022-09-08 16:56:04,100% FUNDED,"Address: 116 Canvasback Dr, Durham, NC 27704","$385,000 ","$433,460 ","$163,960 ","16,396",206,,RENTED 🙌,"$2,295 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,11.00%,4.00%,15.00%,70%,$10 ,
The Grant,"BED: 5    BATH: 3    SQ FT: 2,664    YEAR BUILT: 2014",2022-09-08 16:56:07,100% FUNDED,"Address: 1770 Grant Ct, Braselton, GA 30517","$370,000 ","$422,100 ","$163,100 ","16,310",251,,RENTED 🙌,"$2,395 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,10.90%,4.80%,15.70%,70%,$10 ,
The Bandelier,"BED: 3    BATH: 2    SQ FT: 1,900    YEAR BUILT: 2015",2022-09-08 16:56:11,100% FUNDED,"Address: 6180 W Bandelier Ct, Tucson, AZ 85742","$349,900 ","$392,640 ","$147,710 ","14,771",219,,RENTED 🙌,"$2,195 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,19.80%,4.00%,23.80%,70%,$10 ,
The McLovin,"BED: 5    BATH: 3.5    SQ FT: 2,933    YEAR BUILT: 2012",2022-09-08 16:56:15,100% FUNDED,"Address: 10711 Truckee Cir, Commerce City, CO 80022","$525,000 ","$587,490 ","$219,990 ","21,999",276,,RENTED 🙌,"$2,995 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,12.00%,4.40%,16.40%,70%,$10 ,
The Matchingham,"BED: 3    BATH: 2.5    SQ FT: 1,476    YEAR BUILT: 2021",2022-09-08 16:56:19,100% FUNDED,"Address: 1077 Matchingham Dr, Columbia, SC 29223","$209,091 ","$241,591 ","$95,230 ","9,523",115,,RENTED 🙌,"$1,795 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,6.20%,5.20%,11.40%,70%,$10 ,
The Rooney,"BED: 3    BATH: 2    SQ FT: 1,503    YEAR BUILT: 2017",2022-09-08 16:56:23,100% FUNDED,"Address: 5309 S 18th Pl, Phoenix, AZ 85040","$370,000 ","$415,470 ","$156,470 ","15,647",229,,RENTED 🙌,"$2,095 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,17.50%,4.40%,21.90%,70%,$10 ,
El Diablo,"BED: 4    BATH: 2.5    SQ FT: 2,187    YEAR BUILT: 2018",2022-09-08 16:56:26,100% FUNDED,"Address: 6566 S Diablo Dr, Tucson, AZ 85757","$297,000 ","$337,620 ","$129,000 ","12,900",203,,RENTED 🙌,"$1,995 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,15.40%,4.00%,19.40%,70%,$10 ,
The Weldon,"BED: 3    BATH: 2    SQ FT: 1,200    YEAR BUILT: 2021",2022-09-08 16:56:29,100% FUNDED,"Address: 914 N Ransom st, Gastonia, NC 28052","$210,000 ","$239,570 ","$103,070 ","10,307",139,,RENTED 🙌,"$1,445 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,13.20%,3.60%,16.80%,65%,$10 ,
The Holland,"BED: 3    BATH: 2    SQ FT: 1,200    YEAR BUILT: 2021",2022-09-08 16:56:32,100% FUNDED,"Address: 910 N Ransom St, Gastonia, NC 28052","$210,000 ","$239,860 ","$103,360 ","10,336",126,,SEEKING TENANT,"$1,495 ",PROPERTY EQUITY RETURNS,RENTAL DIVIDEND YIELD,13.20%,3.60%,16.80%,65%,$10 ,
